Order,Material,Type,MRP,PrS,Plnt,Order quantity,Unit,Bsc start,Basic fin.,System Status,Material description
770288,4061180,LA,100,,1000,"14,754.00",EA,24/02/2025,03/03/2025,,"SFG, Podofilox Solution 0.5% 3.5mL"
804655,4061180,LA,100,,1000,"14,754.00",EA,28/04/2025,05/05/2025,,"SFG, Podofilox Solution 0.5% 3.5mL"
818645,4061180,LA,100,,1000,"14,754.00",EA,30/06/2025,08/07/2025,,"SFG, Podofilox Solution 0.5% 3.5mL"
833103,4061180,LA,100,,1000,"14,675.00",EA,22/09/2025,29/09/2025,,"SFG, Podofilox Solution 0.5% 3.5mL"
833104,4061180,LA,100,,1000,"14,754.00",EA,14/11/2025,21/11/2025,,"SFG, Podofilox Solution 0.5% 3.5mL"
833105,4061180,LA,100,,1000,"14,754.00",EA,26/01/2026,02/02/2026,,"SFG, Podofilox Solution 0.5% 3.5mL"
784875,4062100,LA,100,,1000,50,KG,17/03/2025,18/03/2025,,"BULK, Podofilox Gel 0.5%"
817918,4062100,LA,100,,1000,50,KG,09/06/2025,10/06/2025,,"BULK, Podofilox Gel 0.5%"
784846,4062180,LA,100,,1000,"14,125.00",EA,17/03/2025,18/03/2025,,"SFG, Podofilox Gel 0.5% 3.5 g"
817857,4062180,LA,100,,1000,"14,125.00",EA,09/06/2025,10/06/2025,,"SFG, Podofilox Gel 0.5% 3.5 g"
811036,4062600,LA,300,,1000,"8,948.00",KG,31/03/2025,01/04/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
811037,4062600,LA,300,,1000,"8,948.00",KG,31/03/2025,01/04/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830337,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830338,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830339,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830340,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830341,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830342,4062600,LA,300,,1000,"8,948.00",KG,19/08/2025,26/08/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830343,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830344,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830345,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830346,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830347,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830348,4062600,LA,300,,1000,"8,948.00",KG,21/10/2025,28/10/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830349,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830350,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830351,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830352,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830353,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
830354,4062600,LA,300,,1000,"8,948.00",KG,14/11/2025,21/11/2025,,"BULK, Cetirizine HCl Oral Soln 1 mg/mL"
822602,4071700,LA,300,,1000,57,KG,10/02/2025,11/02/2025,,"BULK, Terconazole Vaginal Supp 80 mg"
822601,4071780,LA,300,,1000,"17,271.00",EA,10/02/2025,11/02/2025,,"SFG, Terconazole Supp 80 mg 3 UD"
827849,4075800,LA,300,,1000,448,KG,01/12/2025,08/12/2025,,"BULK, Promethazine HCL Supp 12.5 mg"
827761,4075880,LA,300,,1000,"26,666.00",EA,08/12/2025,15/12/2025,,"SFG, Promethazine HCl 12.5 mg Supp 12 UD"
833112,4075900,LA,300,,1000,448,KG,03/10/2025,10/10/2025,,"BULK, Promethazine HCL Supp 25 mg"
833113,4075900,LA,300,,1000,448,KG,09/01/2026,16/01/2026,,"BULK, Promethazine HCL Supp 25 mg"
831412,4075980,LA,300,,1000,"26,666.00",EA,10/10/2025,17/10/2025,,"SFG, Promethazine HCl 25 mg Supp 12 UD"
831413,4075980,LA,300,,1000,"26,666.00",EA,16/01/2026,23/01/2026,,"SFG, Promethazine HCl 25 mg Supp 12 UD"
50495,4095200,PI01,300,,1000,"8,740.00",KG,27/01/2025,28/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
50497,4095200,PI01,300,,1000,"8,740.00",KG,28/01/2025,29/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
50498,4095200,PI01,300,,1000,"8,740.00",KG,29/01/2025,30/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
50501,4095200,PI01,300,,1000,"8,740.00",KG,30/01/2025,31/01/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833778,4095200,LA,300,,1000,"8,740.00",KG,23/07/2025,25/07/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833779,4095200,LA,300,,1000,"8,740.00",KG,28/07/2025,30/07/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833780,4095200,LA,300,,1000,"8,740.00",KG,27/08/2025,29/08/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833781,4095200,LA,300,,1000,"8,740.00",KG,02/09/2025,04/09/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833782,4095200,LA,300,,1000,"8,740.00",KG,16/09/2025,18/09/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833783,4095200,LA,300,,1000,"8,740.00",KG,19/09/2025,23/09/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833784,4095200,LA,300,,1000,"8,740.00",KG,07/10/2025,09/10/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833785,4095200,LA,300,,1000,"8,740.00",KG,10/10/2025,14/10/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833786,4095200,LA,300,,1000,"8,740.00",KG,31/10/2025,04/11/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833787,4095200,LA,300,,1000,"8,740.00",KG,05/11/2025,07/11/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833788,4095200,LA,300,,1000,"8,740.00",KG,26/11/2025,02/12/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833789,4095200,LA,300,,1000,"8,740.00",KG,03/12/2025,05/12/2025,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833790,4095200,LA,300,,1000,"8,740.00",KG,30/12/2025,05/01/2026,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833791,4095200,LA,300,,1000,"8,740.00",KG,13/01/2026,15/01/2026,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
833792,4095200,LA,300,,1000,"8,740.00",KG,22/01/2026,26/01/2026,,"BULK, Ibuprofen Oral Susp 100 mg/5 mL"
50482,4110400,PI01,300,,1000,"8,800.00",KG,27/01/2025,27/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50483,4110400,PI01,300,,1000,"8,800.00",KG,27/01/2025,27/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50484,4110400,PI01,300,,1000,"8,800.00",KG,28/01/2025,28/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50485,4110400,PI01,300,,1000,"8,800.00",KG,28/01/2025,28/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50486,4110400,PI01,300,,1000,"8,800.00",KG,29/01/2025,29/01/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50487,4110400,PI01,300,,1000,"8,800.00",KG,30/01/2025,30/01/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50520,4110400,PI01,300,,1000,"8,800.00",KG,03/02/2025,03/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50522,4110400,PI01,300,,1000,"8,800.00",KG,03/02/2025,03/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50524,4110400,PI01,300,,1000,"8,800.00",KG,04/02/2025,04/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50528,4110400,PI01,300,,1000,"8,800.00",KG,05/02/2025,05/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50529,4110400,PI01,300,,1000,"8,800.00",KG,06/02/2025,06/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
50530,4110400,PI01,300,,1000,"8,800.00",KG,06/02/2025,06/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
795610,4110400,LA,300,,1000,"8,800.00",KG,05/05/2025,07/05/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
804162,4110400,LA,300,,1000,"8,800.00",KG,05/05/2025,07/05/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
804664,4110400,LA,300,,1000,"8,800.00",KG,05/05/2025,07/05/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
804665,4110400,LA,300,,1000,"8,800.00",KG,05/05/2025,07/05/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
806906,4110400,LA,300,,1000,"8,800.00",KG,05/05/2025,07/05/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833212,4110400,LA,300,,1000,"8,800.00",KG,10/07/2025,14/07/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833213,4110400,LA,300,,1000,"8,800.00",KG,17/07/2025,21/07/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833214,4110400,LA,300,,1000,"8,800.00",KG,17/07/2025,21/07/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833215,4110400,LA,300,,1000,"8,800.00",KG,24/07/2025,28/07/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833216,4110400,LA,300,,1000,"8,800.00",KG,24/07/2025,28/07/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833217,4110400,LA,300,,1000,"8,800.00",KG,31/07/2025,04/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833218,4110400,LA,300,,1000,"8,800.00",KG,07/08/2025,11/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833219,4110400,LA,300,,1000,"8,800.00",KG,07/08/2025,11/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833220,4110400,LA,300,,1000,"8,800.00",KG,07/08/2025,11/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833221,4110400,LA,300,,1000,"8,800.00",KG,14/08/2025,18/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833222,4110400,LA,300,,1000,"8,800.00",KG,14/08/2025,18/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833223,4110400,LA,300,,1000,"8,800.00",KG,21/08/2025,25/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833224,4110400,LA,300,,1000,"8,800.00",KG,21/08/2025,25/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833225,4110400,LA,300,,1000,"8,800.00",KG,21/08/2025,25/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833226,4110400,LA,300,,1000,"8,800.00",KG,26/08/2025,28/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833227,4110400,LA,300,,1000,"8,800.00",KG,26/08/2025,28/08/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833228,4110400,LA,300,,1000,"8,800.00",KG,03/09/2025,05/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833229,4110400,LA,300,,1000,"8,800.00",KG,03/09/2025,05/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833230,4110400,LA,300,,1000,"8,800.00",KG,03/09/2025,05/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833231,4110400,LA,300,,1000,"8,800.00",KG,10/09/2025,12/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833232,4110400,LA,300,,1000,"8,800.00",KG,10/09/2025,12/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833233,4110400,LA,300,,1000,"8,800.00",KG,10/09/2025,12/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833234,4110400,LA,300,,1000,"8,800.00",KG,17/09/2025,19/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833235,4110400,LA,300,,1000,"8,800.00",KG,17/09/2025,19/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833236,4110400,LA,300,,1000,"8,800.00",KG,24/09/2025,26/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833237,4110400,LA,300,,1000,"8,800.00",KG,24/09/2025,26/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833238,4110400,LA,300,,1000,"8,800.00",KG,25/09/2025,29/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833239,4110400,LA,300,,1000,"8,800.00",KG,25/09/2025,29/09/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833240,4110400,LA,300,,1000,"8,800.00",KG,06/10/2025,08/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833241,4110400,LA,300,,1000,"8,800.00",KG,06/10/2025,08/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833242,4110400,LA,300,,1000,"8,800.00",KG,13/10/2025,15/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833243,4110400,LA,300,,1000,"8,800.00",KG,20/10/2025,22/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833244,4110400,LA,300,,1000,"8,800.00",KG,20/10/2025,22/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833245,4110400,LA,300,,1000,"8,800.00",KG,27/10/2025,29/10/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833246,4110400,LA,300,,1000,"8,800.00",KG,03/11/2025,05/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833247,4110400,LA,300,,1000,"8,800.00",KG,03/11/2025,05/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833248,4110400,LA,300,,1000,"8,800.00",KG,06/11/2025,10/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833249,4110400,LA,300,,1000,"8,800.00",KG,13/11/2025,17/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833250,4110400,LA,300,,1000,"8,800.00",KG,13/11/2025,17/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833251,4110400,LA,300,,1000,"8,800.00",KG,20/11/2025,24/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833252,4110400,LA,300,,1000,"8,800.00",KG,20/11/2025,24/11/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833253,4110400,LA,300,,1000,"8,800.00",KG,01/12/2025,03/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833254,4110400,LA,300,,1000,"8,800.00",KG,08/12/2025,10/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833255,4110400,LA,300,,1000,"8,800.00",KG,08/12/2025,10/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833256,4110400,LA,300,,1000,"8,800.00",KG,15/12/2025,17/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833257,4110400,LA,300,,1000,"8,800.00",KG,15/12/2025,17/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833258,4110400,LA,300,,1000,"8,800.00",KG,22/12/2025,26/12/2025,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833259,4110400,LA,300,,1000,"8,800.00",KG,02/01/2026,06/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833260,4110400,LA,300,,1000,"8,800.00",KG,09/01/2026,13/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833261,4110400,LA,300,,1000,"8,800.00",KG,09/01/2026,13/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833262,4110400,LA,300,,1000,"8,800.00",KG,16/01/2026,20/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833263,4110400,LA,300,,1000,"8,800.00",KG,23/01/2026,27/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
833264,4110400,LA,300,,1000,"8,800.00",KG,23/01/2026,27/01/2026,,"BULK,Bromphen/Pseudo/Dextrometh Syrup L1"
607333,4200800,LA,300,,1000,850,KG,10/02/2025,12/02/2025,,"BULK, Nystatin Topical Powder USP"
662515,4200800,LA,300,,1000,850,KG,10/02/2025,12/02/2025,,"BULK, Nystatin Topical Powder USP"
663217,4200800,LA,300,,1000,850,KG,10/02/2025,12/02/2025,,"BULK, Nystatin Topical Powder USP"
669693,4200800,LA,300,,1000,850,KG,10/02/2025,12/02/2025,,"BULK, Nystatin Topical Powder USP"
713988,4200800,LA,300,,1000,850,KG,10/03/2025,12/03/2025,,"BULK, Nystatin Topical Powder USP"
714002,4200800,LA,300,,1000,850,KG,10/03/2025,12/03/2025,,"BULK, Nystatin Topical Powder USP"
714028,4200800,LA,300,,1000,850,KG,10/03/2025,12/03/2025,,"BULK, Nystatin Topical Powder USP"
726636,4200800,LA,300,,1000,850,KG,10/03/2025,12/03/2025,,"BULK, Nystatin Topical Powder USP"
669695,4200800,LA,300,,1000,850,KG,14/04/2025,16/04/2025,,"BULK, Nystatin Topical Powder USP"
670285,4200800,LA,300,,1000,850,KG,14/04/2025,16/04/2025,,"BULK, Nystatin Topical Powder USP"
677110,4200800,LA,300,,1000,850,KG,14/04/2025,16/04/2025,,"BULK, Nystatin Topical Powder USP"
680879,4200800,LA,300,,1000,850,KG,14/04/2025,16/04/2025,,"BULK, Nystatin Topical Powder USP"
680881,4200800,LA,300,,1000,850,KG,21/04/2025,23/04/2025,,"BULK, Nystatin Topical Powder USP"
680911,4200800,LA,300,,1000,850,KG,21/04/2025,23/04/2025,,"BULK, Nystatin Topical Powder USP"
680933,4200800,LA,300,,1000,850,KG,21/04/2025,23/04/2025,,"BULK, Nystatin Topical Powder USP"
704835,4200800,LA,300,,1000,850,KG,21/04/2025,23/04/2025,,"BULK, Nystatin Topical Powder USP"
807480,4200800,LA,300,,1000,850,KG,28/04/2025,30/04/2025,,"BULK, Nystatin Topical Powder USP"
821058,4200800,LA,300,,1000,850,KG,28/04/2025,30/04/2025,,"BULK, Nystatin Topical Powder USP"
821059,4200800,LA,300,,1000,850,KG,28/04/2025,30/04/2025,,"BULK, Nystatin Topical Powder USP"
821060,4200800,LA,300,,1000,850,KG,28/04/2025,30/04/2025,,"BULK, Nystatin Topical Powder USP"
800576,4200800,LA,300,,1000,850,KG,06/05/2025,08/05/2025,,"BULK, Nystatin Topical Powder USP"
802888,4200800,LA,300,,1000,850,KG,06/05/2025,08/05/2025,,"BULK, Nystatin Topical Powder USP"
807481,4200800,LA,300,,1000,850,KG,06/05/2025,08/05/2025,,"BULK, Nystatin Topical Powder USP"
815201,4200800,LA,300,,1000,850,KG,06/05/2025,08/05/2025,,"BULK, Nystatin Topical Powder USP"
833813,4200800,LA,300,,1000,850,KG,11/07/2025,14/07/2025,,"BULK, Nystatin Topical Powder USP"
833814,4200800,LA,300,,1000,850,KG,11/07/2025,14/07/2025,,"BULK, Nystatin Topical Powder USP"
833815,4200800,LA,300,,1000,850,KG,01/08/2025,04/08/2025,,"BULK, Nystatin Topical Powder USP"
833816,4200800,LA,300,,1000,850,KG,08/08/2025,11/08/2025,,"BULK, Nystatin Topical Powder USP"
833817,4200800,LA,300,,1000,850,KG,08/08/2025,11/08/2025,,"BULK, Nystatin Topical Powder USP"
833818,4200800,LA,300,,1000,850,KG,15/08/2025,18/08/2025,,"BULK, Nystatin Topical Powder USP"
833819,4200800,LA,300,,1000,850,KG,08/09/2025,09/09/2025,,"BULK, Nystatin Topical Powder USP"
833820,4200800,LA,300,,1000,850,KG,08/09/2025,09/09/2025,,"BULK, Nystatin Topical Powder USP"
833821,4200800,LA,300,,1000,850,KG,08/09/2025,09/09/2025,,"BULK, Nystatin Topical Powder USP"
833822,4200800,LA,300,,1000,850,KG,18/09/2025,19/09/2025,,"BULK, Nystatin Topical Powder USP"
833823,4200800,LA,300,,1000,850,KG,02/10/2025,03/10/2025,,"BULK, Nystatin Topical Powder USP"
833824,4200800,LA,300,,1000,850,KG,02/10/2025,03/10/2025,,"BULK, Nystatin Topical Powder USP"
833825,4200800,LA,300,,1000,850,KG,02/10/2025,03/10/2025,,"BULK, Nystatin Topical Powder USP"
833826,4200800,LA,300,,1000,850,KG,14/10/2025,15/10/2025,,"BULK, Nystatin Topical Powder USP"
833827,4200800,LA,300,,1000,850,KG,28/10/2025,29/10/2025,,"BULK, Nystatin Topical Powder USP"
833828,4200800,LA,300,,1000,850,KG,28/10/2025,29/10/2025,,"BULK, Nystatin Topical Powder USP"
833829,4200800,LA,300,,1000,850,KG,04/11/2025,05/11/2025,,"BULK, Nystatin Topical Powder USP"
833830,4200800,LA,300,,1000,850,KG,14/11/2025,17/11/2025,,"BULK, Nystatin Topical Powder USP"
833831,4200800,LA,300,,1000,850,KG,14/11/2025,17/11/2025,,"BULK, Nystatin Topical Powder USP"
833832,4200800,LA,300,,1000,850,KG,14/11/2025,17/11/2025,,"BULK, Nystatin Topical Powder USP"
833833,4200800,LA,300,,1000,850,KG,21/11/2025,24/11/2025,,"BULK, Nystatin Topical Powder USP"
833834,4200800,LA,300,,1000,850,KG,09/12/2025,10/12/2025,,"BULK, Nystatin Topical Powder USP"
833835,4200800,LA,300,,1000,850,KG,09/12/2025,10/12/2025,,"BULK, Nystatin Topical Powder USP"
833836,4200800,LA,300,,1000,850,KG,09/12/2025,10/12/2025,,"BULK, Nystatin Topical Powder USP"
833837,4200800,LA,300,,1000,850,KG,16/12/2025,17/12/2025,,"BULK, Nystatin Topical Powder USP"
833838,4200800,LA,300,,1000,850,KG,05/01/2026,06/01/2026,,"BULK, Nystatin Topical Powder USP"
833839,4200800,LA,300,,1000,850,KG,12/01/2026,13/01/2026,,"BULK, Nystatin Topical Powder USP"
833840,4200800,LA,300,,1000,850,KG,12/01/2026,13/01/2026,,"BULK, Nystatin Topical Powder USP"
833841,4200800,LA,300,,1000,850,KG,12/01/2026,13/01/2026,,"BULK, Nystatin Topical Powder USP"
833842,4200800,LA,300,,1000,850,KG,26/01/2026,27/01/2026,,"BULK, Nystatin Topical Powder USP"
50437,4201400,PI01,300,,1000,"6,000.00",KG,06/01/2025,06/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Hydrocortisone Oint USP 2.5%"
50439,4201400,PI01,300,,1000,"6,000.00",KG,07/01/2025,07/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Hydrocortisone Oint USP 2.5%"
50441,4201400,PI01,300,,1000,"6,000.00",KG,08/01/2025,08/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Hydrocortisone Oint USP 2.5%"
50443,4201400,PI01,300,,1000,"6,000.00",KG,09/01/2025,09/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Hydrocortisone Oint USP 2.5%"
808941,4201400,LA,300,,1000,"6,000.00",KG,28/04/2025,29/04/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
809774,4201400,LA,300,,1000,"6,000.00",KG,28/04/2025,29/04/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
816907,4201400,LA,300,,1000,"6,000.00",KG,28/04/2025,29/04/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
817858,4201400,LA,300,,1000,"6,000.00",KG,28/04/2025,29/04/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
833313,4201400,LA,300,,1000,"6,000.00",KG,28/07/2025,29/07/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
833314,4201400,LA,300,,1000,"6,000.00",KG,09/09/2025,10/09/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
833315,4201400,LA,300,,1000,"6,000.00",KG,17/10/2025,20/10/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
50223,4201400,PI01,300,,1000,"6,000.00",KG,13/11/2025,18/11/2025,CLSD PRT  CNF  DLV  PRC  BASC BCRQ MACM*,"BULK, Hydrocortisone Oint USP 2.5%"
50225,4201400,PI01,300,,1000,"6,000.00",KG,13/11/2025,18/11/2025,CLSD PRT  CNF  DLV  PRC  BASC BCRQ MACM*,"BULK, Hydrocortisone Oint USP 2.5%"
833316,4201400,LA,300,,1000,"6,000.00",KG,17/11/2025,18/11/2025,,"BULK, Hydrocortisone Oint USP 2.5%"
833317,4201400,LA,300,,1000,"6,000.00",KG,06/01/2026,07/01/2026,,"BULK, Hydrocortisone Oint USP 2.5%"
826009,4204000,LA,300,,1000,"6,000.00",KG,28/02/2025,05/03/2025,,"Bulk, Selenium Sulfide Lotion 2.5%"
713787,4204000,LA,300,,1000,"3,000.00",KG,24/03/2025,25/03/2025,,"Bulk, Selenium Sulfide Lotion 2.5%"
713792,4204000,LA,300,,1000,"3,000.00",KG,24/03/2025,25/03/2025,,"Bulk, Selenium Sulfide Lotion 2.5%"
713794,4204000,LA,300,,1000,"3,000.00",KG,24/03/2025,25/03/2025,,"Bulk, Selenium Sulfide Lotion 2.5%"
727508,4204000,LA,300,,1000,"3,000.00",KG,24/03/2025,25/03/2025,,"Bulk, Selenium Sulfide Lotion 2.5%"
